Potencial	Intensidad	Potencial	Intensidad
428.445	0.588	--	--
429.464	0.5887	--	--
430.46	0.5892	--	--
431.479	0.5894	--	--
432.502	0.5895	--	--
433.496	0.589	--	--
434.491	0.59	--	--
435.486	0.589	--	--
436.457	0.5878	--	--
437.46	0.5883	--	--
438.465	0.5875	--	--
439.468	0.5875	--	--
440.455	0.5878	--	--
441.461	0.5874	--	--
442.478	0.5883	--	--
443.471	0.5895	--	--
444.484	0.5905	--	--
445.491	0.5913	--	--
446.477	0.59	--	--
447.466	0.5902	--	--
448.461	0.5903	--	--
449.448	0.591	--	--
450.448	0.593	--	--
451.459	0.5914	--	--
452.464	0.5907	--	--
453.473	0.5891	--	--
454.467	0.5884	--	--
455.469	0.5887	--	--
456.47	0.5893	--	--
457.468	0.5891	--	--
458.473	0.5883	--	--
459.476	0.5895	--	--
460.479	0.59	--	--
461.477	0.5898	--	--
462.468	0.5902	--	--
463.457	0.5899	--	--
464.449	0.5883	--	--
465.436	0.5892	--	--
466.437	0.588	--	--
467.445	0.5884	--	--
468.432	0.589	--	--
469.427	0.5886	--	--
470.428	0.5883	--	--
471.43	0.5879	--	--
472.436	0.5889	--	--
473.448	0.5894	--	--
474.45	0.5896	--	--
475.438	0.5895	--	--
476.454	0.5899	--	--
477.456	0.5905	--	--
478.465	0.592	--	--
479.483	0.5932	--	--
480.469	0.5943	--	--
481.465	0.5947	--	--
482.472	0.596	--	--
483.464	0.5962	--	--
484.484	0.5957	--	--
485.484	0.5963	--	--
486.469	0.5958	--	--
487.458	0.5946	--	--
488.43	0.5943	--	--
489.431	0.5939	--	--
490.421	0.5951	--	--
491.406	0.5975	--	--
492.434	0.5986	--	--
493.415	0.5993	--	--
494.423	0.5994	--	--
495.445	0.6003	--	--
496.451	0.601	--	--
497.46	0.6018	--	--
498.45	0.6024	--	--
499.448	0.6026	--	--
500.411	0.604	--	--
501.417	0.6058	--	--
502.42	0.6073	--	--
503.425	0.6087	--	--
504.438	0.6089	--	--
505.442	0.6087	--	--
506.461	0.6092	--	--
507.471	0.6098	--	--
508.486	0.6112	--	--
509.492	0.6131	--	--
510.471	0.6136	--	--
511.471	0.6138	--	--
512.461	0.6137	--	--
513.454	0.6134	--	--
514.469	0.6146	--	--
515.445	0.6153	--	--
516.449	0.6163	--	--
517.453	0.6179	--	--
518.437	0.6181	--	--
519.439	0.619	--	--
520.411	0.62	--	--
521.397	0.6199	--	--
522.428	0.6198	--	--
523.429	0.6208	--	--
524.431	0.6203	--	--
525.428	0.6202	--	--
526.396	0.6222	--	--
527.402	0.6236	--	--
528.436	0.6285	--	--
529.443	0.6289	--	--
530.46	0.629	--	--
531.464	0.6283	--	--
532.443	0.6262	--	--
533.446	0.6294	--	--
534.459	0.6319	--	--
535.45	0.6346	--	--
536.458	0.6366	--	--
537.452	0.6381	--	--
538.441	0.6392	--	--
539.435	0.6405	--	--
540.429	0.6422	--	--
541.429	0.6435	--	--
542.414	0.6448	--	--
543.406	0.646	--	--
544.401	0.6481	--	--
545.396	0.6515	--	--
546.389	0.656	--	--
547.396	0.6578	--	--
548.41	0.6644	--	--
549.428	0.6686	--	--
550.442	0.6702	--	--
551.436	0.6742	--	--
552.419	0.672	--	--
553.407	0.6712	--	--
554.417	0.6712	--	--
555.419	0.6677	--	--
556.424	0.6686	--	--
557.424	0.6721	--	--
558.422	0.6762	--	--
559.447	0.6829	--	--
560.465	0.6855	--	--
561.468	0.685	--	--
562.452	0.6858	--	--
563.436	0.6874	--	--
564.412	0.6865	--	--
565.396	0.6893	--	--
566.404	0.6902	--	--
567.389	0.6922	--	--
568.381	0.6965	--	--
569.384	0.6974	--	--
570.378	0.7006	--	--
571.379	0.7034	--	--
572.409	0.7064	--	--
573.417	0.7096	--	--
574.433	0.7093	--	--
575.444	0.7096	--	--
576.418	0.711	--	--
577.417	0.7131	--	--
578.407	0.7192	--	--
579.404	0.7235	--	--
580.415	0.7256	--	--
581.413	0.7273	--	--
582.404	0.7285	--	--
583.408	0.732	--	--
584.418	0.7372	--	--
585.428	0.7414	--	--
586.436	0.7446	--	--
587.444	0.746	--	--
588.419	0.7474	--	--
589.423	0.7508	--	--
590.408	0.7558	--	--
591.403	0.761	--	--
592.417	0.7644	--	--
593.406	0.7672	--	--
594.406	0.7675	--	--
595.397	0.77	--	--
596.38	0.7744	--	--
597.387	0.779	--	--
598.398	0.7838	--	--
599.171	0.771	--	--
599.463	0.7411	--	--
599.217	0.7013	--	--
598.478	0.6553	--	--
597.453	0.6192	--	--
596.449	0.5935	--	--
595.459	0.5729	--	--
594.459	0.5549	--	--
593.462	0.5396	--	--
592.451	0.5273	--	--
591.442	0.5152	--	--
590.445	0.5038	--	--
589.469	0.4934	--	--
588.488	0.4823	--	--
587.519	0.4724	--	--
586.501	0.4622	--	--
585.503	0.4523	--	--
584.493	0.4434	--	--
583.476	0.4339	--	--
582.488	0.426	--	--
581.488	0.4183	--	--
580.466	0.4112	--	--
579.458	0.4049	--	--
578.447	0.3984	--	--
577.44	0.3928	--	--
576.464	0.3877	--	--
575.471	0.3821	--	--
574.481	0.3761	--	--
573.459	0.3694	--	--
572.455	0.3625	--	--
571.455	0.3566	--	--
570.456	0.3515	--	--
569.487	0.3462	--	--
568.482	0.3412	--	--
567.463	0.3361	--	--
566.47	0.3311	--	--
565.474	0.3261	--	--
564.477	0.3216	--	--
563.495	0.3181	--	--
562.511	0.3134	--	--
561.516	0.3093	--	--
560.533	0.3045	--	--
559.532	0.299	--	--
558.52	0.2946	--	--
557.515	0.29	--	--
556.492	0.2859	--	--
555.485	0.2819	--	--
554.469	0.2783	--	--
553.44	0.2752	--	--
552.433	0.2717	--	--
551.444	0.2681	--	--
550.445	0.2648	--	--
549.473	0.2607	--	--
548.489	0.257	--	--
547.477	0.2533	--	--
546.486	0.2491	--	--
545.479	0.2449	--	--
544.474	0.2415	--	--
543.456	0.2384	--	--
542.456	0.2354	--	--
541.439	0.2326	--	--
540.442	0.2297	--	--
539.483	0.2269	--	--
538.481	0.2234	--	--
537.513	0.2208	--	--
536.537	0.2168	--	--
535.526	0.2128	--	--
534.528	0.2095	--	--
533.514	0.2058	--	--
532.502	0.203	--	--
531.506	0.2006	--	--
530.505	0.1982	--	--
529.513	0.1952	--	--
528.511	0.193	--	--
527.494	0.1904	--	--
526.485	0.188	--	--
525.46	0.1857	--	--
524.459	0.1828	--	--
523.474	0.1799	--	--
522.485	0.1761	--	--
521.483	0.1728	--	--
520.464	0.1699	--	--
519.46	0.1669	--	--
518.464	0.1649	--	--
517.475	0.1629	--	--
516.485	0.1599	--	--
515.476	0.1576	--	--
514.492	0.1552	--	--
513.511	0.1527	--	--
512.52	0.151	--	--
511.54	0.1481	--	--
510.538	0.1447	--	--
509.54	0.1411	--	--
508.535	0.1375	--	--
507.497	0.1345	--	--
506.489	0.1319	--	--
505.474	0.1301	--	--
504.476	0.1282	--	--
503.493	0.1259	--	--
502.483	0.124	--	--
501.493	0.1212	--	--
500.494	0.1188	--	--
499.505	0.1173	--	--
498.482	0.1149	--	--
497.453	0.1124	--	--
496.44	0.1098	--	--
495.414	0.1069	--	--
494.435	0.1046	--	--
493.447	0.1023	--	--
492.449	0.0998	--	--
491.468	0.0974	--	--
490.473	0.095	--	--
489.461	0.0928	--	--
488.466	0.0912	--	--
487.453	0.0888	--	--
486.46	0.0876	--	--
485.495	0.0853	--	--
484.514	0.0827	--	--
483.534	0.0802	--	--
482.526	0.0765	--	--
481.505	0.0738	--	--
480.479	0.0714	--	--
479.474	0.0697	--	--
478.465	0.0675	--	--
477.461	0.0656	--	--
476.466	0.0639	--	--
475.466	0.0614	--	--
474.482	0.0598	--	--
473.497	0.0582	--	--
472.504	0.0557	--	--
471.506	0.0536	--	--
470.49	0.0519	--	--
469.471	0.0492	--	--
468.457	0.0471	--	--
467.47	0.0454	--	--
466.484	0.0427	--	--
465.502	0.041	--	--
464.511	0.0396	--	--
463.503	0.0373	--	--
462.513	0.0359	--	--
461.518	0.0341	--	--
460.543	0.0319	--	--
459.544	0.0298	--	--
458.552	0.0269	--	--
457.549	0.0241	--	--
456.532	0.0212	--	--
455.528	0.0188	--	--
454.509	0.0175	--	--
453.511	0.0154	--	--
452.505	0.013	--	--
451.501	0.0115	--	--
450.495	0.0094	--	--
449.497	0.0075	--	--
448.511	0.0071	--	--
447.514	0.0057	--	--
446.506	0.004	--	--
445.492	0.0021	--	--
444.498	-9E-4	--	--
443.492	-0.0033	--	--
442.498	-0.006	--	--
441.493	-0.0078	--	--
440.478	-0.0097	--	--
439.479	-0.0119	--	--
438.486	-0.013	--	--
437.495	-0.0147	--	--
436.5	-0.0159	--	--
435.503	-0.0169	--	--
434.516	-0.0189	--	--
433.533	-0.0214	--	--
432.523	-0.0242	--	--
431.552	-0.0268	--	--
430.543	-0.0296	--	--
429.535	-0.0311	--	--
428.543	-0.0323	--	--
427.514	-0.0341	--	--
426.512	-0.0357	--	--
425.498	-0.0377	--	--
424.503	-0.0397	--	--
423.525	-0.0415	--	--
422.534	-0.0427	--	--
421.565	-0.044	--	--
420.57	-0.046	--	--
419.547	-0.0481	--	--
418.547	-0.0505	--	--
417.532	-0.053	--	--
416.524	-0.0546	--	--
415.544	-0.0564	--	--
414.555	-0.0581	--	--
413.556	-0.0593	--	--
412.541	-0.0611	--	--
411.555	-0.0626	--	--
410.568	-0.0643	--	--
409.595	-0.0659	--	--
408.62	-0.068	--	--
407.598	-0.0702	--	--
406.588	-0.0725	--	--
405.572	-0.0752	--	--
404.568	-0.0772	--	--
403.56	-0.0791	--	--
402.543	-0.0811	--	--
401.526	-0.0832	--	--
400.517	-0.085	--	--
399.525	-0.0869	--	--
398.536	-0.0887	--	--
397.558	-0.09	--	--
396.553	-0.0915	--	--
395.571	-0.0929	--	--
394.548	-0.0949	--	--
393.529	-0.0966	--	--
392.529	-0.0984	--	--
391.521	-0.1005	--	--
390.539	-0.1016	--	--
389.546	-0.1036	--	--
388.558	-0.1054	--	--
387.532	-0.1076	--	--
386.54	-0.1093	--	--
385.54	-0.1107	--	--
384.513	-0.1119	--	--
383.533	-0.1131	--	--
382.524	-0.1148	--	--
381.517	-0.1172	--	--
380.535	-0.12	--	--
379.531	-0.1218	--	--
378.539	-0.1239	--	--
377.539	-0.1257	--	--
376.548	-0.1273	--	--
375.544	-0.1295	--	--
374.537	-0.1313	--	--
373.552	-0.1327	--	--
372.556	-0.1344	--	--
371.571	-0.1356	--	--
370.565	-0.1373	--	--
369.554	-0.1395	--	--
368.549	-0.1403	--	--
367.537	-0.1422	--	--
366.529	-0.1437	--	--
365.524	-0.1447	--	--
364.521	-0.1471	--	--
363.529	-0.1489	--	--
362.523	-0.1508	--	--
361.527	-0.1522	--	--
360.548	-0.1534	--	--
359.552	-0.155	--	--
358.579	-0.1562	--	--
357.591	-0.1583	--	--
356.573	-0.1606	--	--
355.571	-0.1626	--	--
354.57	-0.1652	--	--
353.553	-0.1674	--	--
352.561	-0.1695	--	--
351.562	-0.1709	--	--
350.559	-0.1713	--	--
349.562	-0.1721	--	--
348.553	-0.1731	--	--
347.539	-0.1751	--	--
346.535	-0.1777	--	--
345.523	-0.1798	--	--
344.527	-0.1817	--	--
343.522	-0.1839	--	--
342.523	-0.1858	--	--
341.539	-0.1877	--	--
340.527	-0.1906	--	--
339.529	-0.1927	--	--
338.535	-0.1948	--	--
337.527	-0.1979	--	--
336.527	-0.1998	--	--
335.532	-0.2016	--	--
334.498	-0.2035	--	--
333.522	-0.2042	--	--
332.525	-0.2048	--	--
331.535	-0.2055	--	--
330.561	-0.2069	--	--
329.549	-0.2082	--	--
328.537	-0.2094	--	--
327.55	-0.2106	--	--
326.559	-0.2118	--	--
325.553	-0.2133	--	--
324.568	-0.2156	--	--
323.555	-0.2175	--	--
322.544	-0.2191	--	--
321.533	-0.2205	--	--
320.52	-0.221	--	--
319.525	-0.2229	--	--
318.529	-0.2247	--	--
317.534	-0.2269	--	--
316.548	-0.2297	--	--
315.546	-0.2309	--	--
314.546	-0.2324	--	--
313.564	-0.2331	--	--
312.579	-0.2343	--	--
311.58	-0.2365	--	--
310.601	-0.2382	--	--
309.598	-0.2407	--	--
308.609	-0.2431	--	--
307.619	-0.2444	--	--
306.609	-0.2463	--	--
305.61	-0.2486	--	--
304.592	-0.2507	--	--
303.573	-0.253	--	--
302.566	-0.2552	--	--
301.556	-0.2567	--	--
300.552	-0.2578	--	--
299.565	-0.2598	--	--
298.555	-0.2616	--	--
297.543	-0.2633	--	--
296.531	-0.2655	--	--
295.518	-0.2675	--	--
294.526	-0.2691	--	--
293.526	-0.2707	--	--
292.526	-0.2727	--	--
291.53	-0.2742	--	--
290.513	-0.2765	--	--
289.522	-0.2788	--	--
288.531	-0.2798	--	--
287.525	-0.2816	--	--
286.54	-0.2834	--	--
285.524	-0.2854	--	--
284.544	-0.2882	--	--
283.553	-0.2903	--	--
282.542	-0.2923	--	--
281.554	-0.2941	--	--
280.545	-0.2958	--	--
279.553	-0.2985	--	--
278.564	-0.301	--	--
277.572	-0.3035	--	--
276.556	-0.3063	--	--
275.532	-0.3083	--	--
274.53	-0.3085	--	--
273.519	-0.3103	--	--
272.522	-0.3122	--	--
271.53	-0.3137	--	--
270.547	-0.3181	--	--
269.548	-0.3208	--	--
268.558	-0.323	--	--
267.569	-0.3248	--	--
266.566	-0.328	--	--
265.575	-0.3301	--	--
264.578	-0.3324	--	--
263.571	-0.3359	--	--
262.562	-0.3364	--	--
261.563	-0.3388	--	--
260.57	-0.3407	--	--
259.574	-0.3415	--	--
258.576	-0.3444	--	--
257.578	-0.3476	--	--
256.565	-0.3499	--	--
255.558	-0.3529	--	--
254.564	-0.3561	--	--
253.565	-0.3592	--	--
252.584	-0.363	--	--
251.575	-0.3666	--	--
250.559	-0.3694	--	--
249.566	-0.3713	--	--
248.542	-0.3731	--	--
247.553	-0.3752	--	--
246.556	-0.3774	--	--
245.551	-0.38	--	--
244.559	-0.3838	--	--
243.577	-0.387	--	--
242.588	-0.3896	--	--
241.593	-0.3922	--	--
240.589	-0.3945	--	--
239.569	-0.3972	--	--
238.566	-0.4011	--	--
237.556	-0.4048	--	--
236.568	-0.4078	--	--
235.578	-0.4118	--	--
234.575	-0.4144	--	--
233.575	-0.416	--	--
232.568	-0.4188	--	--
231.595	-0.4218	--	--
230.594	-0.4244	--	--
229.616	-0.4276	--	--
228.625	-0.431	--	--
227.602	-0.4336	--	--
226.618	-0.4377	--	--
225.602	-0.4423	--	--
224.597	-0.4462	--	--
223.598	-0.4499	--	--
222.582	-0.453	--	--
221.587	-0.4558	--	--
220.586	-0.458	--	--
219.57	-0.4607	--	--
218.587	-0.4637	--	--
217.599	-0.4665	--	--
216.605	-0.4706	--	--
215.63	-0.4752	--	--
214.637	-0.4786	--	--
213.622	-0.4823	--	--
212.602	-0.4866	--	--
211.609	-0.4901	--	--
210.599	-0.4937	--	--
209.595	-0.4975	--	--
208.608	-0.5006	--	--
207.582	-0.5035	--	--
206.593	-0.5063	--	--
205.625	-0.5086	--	--
204.638	-0.5109	--	--
203.665	-0.5139	--	--
202.67	-0.5182	--	--
201.658	-0.5227	--	--
200.667	-0.5273	--	--
199.657	-0.5315	--	--
198.65	-0.5359	--	--
197.649	-0.5391	--	--
196.634	-0.5427	--	--
195.634	-0.5452	--	--
194.639	-0.5472	--	--
193.626	-0.5509	--	--
192.631	-0.5531	--	--
191.633	-0.556	--	--
190.62	-0.5596	--	--
189.615	-0.5636	--	--
188.598	-0.568	--	--
187.578	-0.5725	--	--
186.553	-0.5763	--	--
185.563	-0.579	--	--
184.593	-0.5816	--	--
183.603	-0.5832	--	--
182.629	-0.5847	--	--
181.619	-0.5875	--	--
180.595	-0.5904	--	--
179.612	-0.5931	--	--
178.611	-0.596	--	--
177.626	-0.5985	--	--
176.62	-0.6006	--	--
175.612	-0.6036	--	--
174.601	-0.6063	--	--
173.6	-0.6086	--	--
172.617	-0.6115	--	--
171.606	-0.6142	--	--
170.601	-0.6171	--	--
169.596	-0.6197	--	--
168.601	-0.6221	--	--
167.625	-0.6243	--	--
166.652	-0.6255	--	--
165.67	-0.626	--	--
164.662	-0.6271	--	--
163.644	-0.6288	--	--
162.637	-0.6309	--	--
161.627	-0.6339	--	--
160.645	-0.6355	--	--
159.654	-0.6368	--	--
158.648	-0.6391	--	--
157.641	-0.6416	--	--
156.612	-0.6445	--	--
155.607	-0.6476	--	--
154.607	-0.6481	--	--
153.61	-0.6488	--	--
152.624	-0.6505	--	--
151.62	-0.6522	--	--
150.627	-0.6548	--	--
149.635	-0.657	--	--
148.641	-0.6597	--	--
147.647	-0.6609	--	--
146.639	-0.6628	--	--
145.613	-0.6651	--	--
144.6	-0.6654	--	--
143.584	-0.6663	--	--
142.574	-0.6672	--	--
141.587	-0.667	--	--
140.588	-0.6678	--	--
139.597	-0.669	--	--
138.611	-0.6705	--	--
137.621	-0.6721	--	--
136.618	-0.6739	--	--
135.608	-0.6748	--	--
134.607	-0.6748	--	--
133.598	-0.6757	--	--
132.597	-0.6759	--	--
131.611	-0.6772	--	--
130.602	-0.679	--	--
129.606	-0.68	--	--
128.626	-0.6807	--	--
127.643	-0.6804	--	--
126.659	-0.6811	--	--
125.657	-0.682	--	--
124.636	-0.683	--	--
123.633	-0.6842	--	--
122.612	-0.6847	--	--
121.587	-0.6845	--	--
120.586	-0.6848	--	--
119.593	-0.686	--	--
118.624	-0.6863	--	--
117.653	-0.6871	--	--
116.648	-0.688	--	--
115.624	-0.6876	--	--
114.612	-0.6879	--	--
113.612	-0.6886	--	--
112.629	-0.6893	--	--
111.649	-0.691	--	--
110.647	-0.6922	--	--
109.646	-0.6935	--	--
108.657	-0.6945	--	--
107.653	-0.6956	--	--
106.649	-0.6963	--	--
105.659	-0.6963	--	--
104.655	-0.6964	--	--
103.661	-0.6957	--	--
102.689	-0.6952	--	--
101.714	-0.6952	--	--
100.713	-0.6965	--	--
99.699	-0.6975	--	--
98.68	-0.6991	--	--
97.66	-0.7003	--	--
96.662	-0.6999	--	--
95.669	-0.7009	--	--
94.662	-0.702	--	--
93.647	-0.7031	--	--
92.626	-0.704	--	--
91.634	-0.7039	--	--
90.623	-0.7025	--	--
89.624	-0.7014	--	--
88.632	-0.7017	--	--
87.623	-0.7025	--	--
86.627	-0.705	--	--
85.625	-0.7069	--	--
84.627	-0.7082	--	--
83.636	-0.7085	--	--
82.634	-0.7089	--	--
81.633	-0.7098	--	--
80.622	-0.7099	--	--
79.609	-0.7114	--	--
78.615	-0.7111	--	--
77.64	-0.7106	--	--
76.663	-0.7099	--	--
75.667	-0.7099	--	--
74.674	-0.7102	--	--
73.651	-0.7101	--	--
72.647	-0.7113	--	--
71.647	-0.7119	--	--
70.652	-0.7131	--	--
69.669	-0.7146	--	--
68.657	-0.716	--	--
67.662	-0.7167	--	--
66.658	-0.7176	--	--
65.644	-0.7192	--	--
64.652	-0.7186	--	--
63.666	-0.7185	--	--
62.661	-0.7185	--	--
61.66	-0.7178	--	--
60.668	-0.7188	--	--
59.662	-0.7198	--	--
58.662	-0.7199	--	--
57.671	-0.7205	--	--
56.668	-0.7209	--	--
55.658	-0.7232	--	--
54.663	-0.724	--	--
53.686	-0.724	--	--
52.675	-0.7251	--	--
51.7	-0.7241	--	--
50.712	-0.7248	--	--
49.692	-0.7264	--	--
48.711	-0.7281	--	--
47.684	-0.7296	--	--
46.688	-0.7309	--	--
45.687	-0.7309	--	--
44.674	-0.7301	--	--
43.677	-0.7298	--	--
42.661	-0.7311	--	--
41.654	-0.7324	--	--
40.654	-0.7329	--	--
39.666	-0.7341	--	--
38.656	-0.7342	--	--
37.658	-0.7349	--	--
36.655	-0.7364	--	--
35.645	-0.7368	--	--
34.649	-0.737	--	--
33.652	-0.737	--	--
32.671	-0.7363	--	--
31.673	-0.7357	--	--
30.691	-0.7362	--	--
29.679	-0.7367	--	--
28.67	-0.7375	--	--
27.677	-0.7382	--	--
26.675	-0.7394	--	--
25.697	-0.7395	--	--
24.714	-0.7413	--	--
23.709	-0.7429	--	--
22.701	-0.7439	--	--
21.712	-0.7457	--	--
20.695	-0.7465	--	--
19.703	-0.7467	--	--
18.709	-0.7457	--	--
17.696	-0.7461	--	--
16.705	-0.7444	--	--
15.704	-0.7451	--	--
14.713	-0.7464	--	--
13.728	-0.7461	--	--
12.736	-0.7473	--	--
11.743	-0.7477	--	--
10.746	-0.7481	--	--
9.728	-0.7493	--	--
8.721	-0.7507	--	--
7.72	-0.7514	--	--
6.727	-0.7518	--	--
5.734	-0.7515	--	--
4.751	-0.7513	--	--
3.756	-0.7517	--	--
2.755	-0.7527	--	--
1.766	-0.7549	--	--
0.76	-0.756	--	--
-0.232	-0.7555	--	--
-1.184	-0.7535	--	--
-2.155	-0.7523	--	--
-3.138	-0.7522	--	--
-4.117	-0.7535	--	--
-5.147	-0.7552	--	--
-6.15	-0.7572	--	--
-7.142	-0.7573	--	--
-8.144	-0.7589	--	--
-9.122	-0.7604	--	--
-10.121	-0.7602	--	--
-11.137	-0.7617	--	--
-12.137	-0.7616	--	--
-13.134	-0.7623	--	--
-14.149	-0.7634	--	--
-15.141	-0.764	--	--
-16.159	-0.7656	--	--
-17.187	-0.766	--	--
-18.181	-0.7663	--	--
-19.179	-0.7664	--	--
-20.187	-0.7664	--	--
-21.184	-0.768	--	--
-22.2	-0.7689	--	--
-23.188	-0.771	--	--
-24.145	-0.7705	--	--
-25.13	-0.7696	--	--
-26.1	-0.7698	--	--
-27.117	-0.7705	--	--
-28.131	-0.7715	--	--
-29.136	-0.772	--	--
-30.151	-0.7722	--	--
-31.138	-0.7708	--	--
-32.142	-0.7717	--	--
-33.149	-0.7733	--	--
-34.15	-0.7745	--	--
-35.166	-0.775	--	--
-36.149	-0.7747	--	--
-37.152	-0.7745	--	--
-38.157	-0.7742	--	--
-39.142	-0.7753	--	--
-40.16	-0.7767	--	--
-41.15	-0.7766	--	--
-42.151	-0.7769	--	--
-43.164	-0.777	--	--
-44.165	-0.7757	--	--
-45.171	-0.7752	--	--
-46.162	-0.7749	--	--
-47.141	-0.774	--	--
-48.14	-0.775	--	--
-49.143	-0.776	--	--
-50.141	-0.7757	--	--
-51.147	-0.7759	--	--
-52.128	-0.7756	--	--
-53.122	-0.7757	--	--
-54.117	-0.7762	--	--
-55.113	-0.7775	--	--
-56.132	-0.7788	--	--
-57.133	-0.7792	--	--
-58.128	-0.7792	--	--
-59.131	-0.7791	--	--
-60.14	-0.7784	--	--
-61.145	-0.7786	--	--
-62.156	-0.7793	--	--
-63.16	-0.7787	--	--
-64.155	-0.7778	--	--
-65.149	-0.7782	--	--
-66.165	-0.7785	--	--
-67.189	-0.7786	--	--
-68.174	-0.7791	--	--
-69.193	-0.7791	--	--
-70.202	-0.778	--	--
-71.172	-0.7768	--	--
-72.182	-0.7761	--	--
-73.172	-0.7745	--	--
-74.163	-0.7751	--	--
-75.176	-0.776	--	--
-76.176	-0.7759	--	--
-77.162	-0.7766	--	--
-78.146	-0.7767	--	--
-79.147	-0.7774	--	--
-80.129	-0.7786	--	--
-81.134	-0.7792	--	--
-82.124	-0.7787	--	--
-83.122	-0.7778	--	--
-84.153	-0.777	--	--
-85.165	-0.7763	--	--
-86.184	-0.7757	--	--
-87.159	-0.7753	--	--
-88.144	-0.7746	--	--
-89.114	-0.7747	--	--
-90.093	-0.7749	--	--
-91.109	-0.775	--	--
-92.097	-0.7752	--	--
-93.121	-0.7744	--	--
-94.135	-0.7743	--	--
-95.142	-0.7741	--	--
-96.166	-0.7735	--	--
-97.162	-0.7731	--	--
-97.946	-0.7558	--	--
-98.226	-0.7194	--	--
-97.992	-0.6735	--	--
-97.261	-0.6218	--	--
-96.261	-0.5811	--	--
-95.278	-0.5557	--	--
-94.297	-0.5368	--	--
-93.322	-0.5199	--	--
-92.302	-0.5059	--	--
-91.288	-0.4944	--	--
-90.293	-0.4839	--	--
-89.293	-0.4748	--	--
-88.323	-0.4658	--	--
-87.328	-0.4568	--	--
-86.315	-0.4477	--	--
-85.314	-0.4396	--	--
-84.313	-0.4321	--	--
-83.303	-0.4251	--	--
-82.325	-0.4175	--	--
-81.327	-0.4104	--	--
-80.318	-0.4031	--	--
-79.336	-0.3963	--	--
-78.318	-0.3908	--	--
-77.311	-0.3849	--	--
-76.321	-0.3799	--	--
-75.307	-0.3751	--	--
-74.305	-0.3696	--	--
-73.299	-0.3652	--	--
-72.306	-0.3606	--	--
-71.314	-0.3559	--	--
-70.326	-0.3517	--	--
-69.344	-0.3469	--	--
-68.337	-0.3412	--	--
-67.32	-0.3355	--	--
-66.307	-0.3306	--	--
-65.292	-0.3258	--	--
-64.292	-0.3217	--	--
-63.305	-0.3177	--	--
-62.318	-0.3136	--	--
-61.322	-0.3092	--	--
-60.313	-0.305	--	--
-59.324	-0.3008	--	--
-58.319	-0.2965	--	--
-57.306	-0.2926	--	--
-56.297	-0.2886	--	--
-55.271	-0.2842	--	--
-54.254	-0.2801	--	--
-53.249	-0.2764	--	--
-52.257	-0.2732	--	--
-51.258	-0.27	--	--
-50.284	-0.2671	--	--
-49.296	-0.2636	--	--
-48.293	-0.2599	--	--
-47.293	-0.2561	--	--
-46.288	-0.2528	--	--
-45.292	-0.249	--	--
-44.3	-0.2454	--	--
-43.313	-0.2423	--	--
-42.326	-0.2375	--	--
-41.328	-0.2337	--	--
-40.315	-0.2303	--	--
-39.302	-0.2264	--	--
-38.296	-0.2236	--	--
-37.297	-0.2204	--	--
-36.302	-0.2165	--	--
-35.315	-0.2126	--	--
-34.301	-0.2088	--	--
-33.313	-0.2054	--	--
-32.325	-0.2021	--	--
-31.327	-0.1994	--	--
-30.335	-0.1961	--	--
-29.315	-0.192	--	--
-28.306	-0.1887	--	--
-27.304	-0.1856	--	--
-26.274	-0.1829	--	--
-25.285	-0.181	--	--
-24.287	-0.1779	--	--
-23.284	-0.1742	--	--
-22.308	-0.1707	--	--
-21.3	-0.1668	--	--
-20.303	-0.1641	--	--
-19.328	-0.1606	--	--
-18.327	-0.1573	--	--
-17.33	-0.1542	--	--
-16.337	-0.1499	--	--
-15.305	-0.147	--	--
-14.3	-0.1443	--	--
-13.297	-0.1414	--	--
-12.287	-0.1392	--	--
-11.309	-0.1364	--	--
-10.305	-0.1331	--	--
-9.311	-0.1303	--	--
-8.307	-0.1275	--	--
-7.294	-0.1245	--	--
-6.307	-0.1216	--	--
-5.303	-0.1182	--	--
-4.308	-0.1145	--	--
-3.307	-0.112	--	--
-2.318	-0.1101	--	--
-1.337	-0.1079	--	--
-0.356	-0.106	--	--
0.612	-0.1033	--	--
1.593	-0.0993	--	--
2.582	-0.0959	--	--
3.583	-0.0925	--	--
4.577	-0.0899	--	--
5.574	-0.0866	--	--
6.568	-0.0842	--	--
7.548	-0.0815	--	--
8.546	-0.0777	--	--
9.55	-0.0753	--	--
10.56	-0.0722	--	--
11.575	-0.0694	--	--
12.578	-0.0667	--	--
13.569	-0.0638	--	--
14.544	-0.0619	--	--
15.547	-0.0584	--	--
16.551	-0.0553	--	--
17.561	-0.0525	--	--
18.569	-0.0493	--	--
19.538	-0.0463	--	--
20.522	-0.0438	--	--
21.531	-0.0405	--	--
22.544	-0.0369	--	--
23.57	-0.0352	--	--
24.573	-0.0331	--	--
25.537	-0.0312	--	--
26.543	-0.029	--	--
27.529	-0.0261	--	--
28.532	-0.0227	--	--
29.537	-0.0197	--	--
30.506	-0.0174	--	--
31.497	-0.0144	--	--
32.471	-0.0117	--	--
33.502	-0.0091	--	--
34.517	-0.0052	--	--
35.53	-0.0018	--	--
36.563	8E-4	--	--
37.539	0.0036	--	--
38.532	0.0058	--	--
39.521	0.0078	--	--
40.51	0.0113	--	--
41.507	0.0138	--	--
42.503	0.0162	--	--
43.505	0.0189	--	--
